"pos_0","pos_1","node","station","inflow_1","inflow_2","inflow_3","inflow_4","inflow_5","inflow_6","inflow_7","inflow_8","inflow_9","inflow_10","inflow_11","inflow_12","inflow_13","inflow_14","inflow_15","inflow_16","inflow_17","inflow_18","inflow_19","inflow_20",
714266,7395894,197,"JK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
713331,7399746,198,"VKJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
709633,7434626,199,"PJF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
710704,7435785,200,"PJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
623758,7235074,201,"LMS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
624433,7238192,202,"SDNÄ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
620525,7249354,203,"BNK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
617481,7270459,204,"SRS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
616513,7273522,205,"SIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
631712,7273147,206,"BUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
645598,7277410,207,"SGÄ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
662126,7284935,208,"REN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
668186,7280779,209,"AVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
689333,7281434,210,"KLO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
599199,7220800,211,"SUM",0,0,0,0,-97,0,0,0,-2366991,0,0,1712360,0,0,0,0,0,0,11533395,0,
567363,7126316,212,"DTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
568126,7126537,213,"DTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
570325,7126379,214,"STI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
586335,7147027,215,"MCP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
587441,7147632,216,"MLF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
578963,7167465,217,"VMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
577090,7170028,218,"VMAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
577089,7170361,219,"VMAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
577008,7170928,220,"LVD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
586319,7186495,221,"VJM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
597229,7211936,222,"VLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
685721,7023094,223,"ÖK",518875,0,0,0,5,0,0,0,23293,25057823,520512,-4708594,0,-1656,0,0,0,74,-569251,0,
686618,7025116,224,"ÖKN",0,0,0,0,0,0,0,0,0,0,3953,11017448,0,412548,0,0,0,0,-88298482,91800,
689662,7025510,225,"ARA",-763285,0,0,0,0,0,-95102,357144,30319,813139,-27463,-6204719,-101,0,0,0,0,-3807,64062723,-93438,
694847,7026344,226,"HÖG",12484106,0,-24342929,-72336,-4,-17812,-254748,256152,0,466772,0,235012,0,0,0,-14827,0,-4788,0,917,
704366,7029724,227,"GIA",0,0,0,4564,1,-344903,0,1000489,26502,0,3460,-211121,0,-410332,0,0,0,17451,7936107,0,
707955,7030704,228,"HUM",0,0,0,-199600,0,901324,0,0,0,-790042,0,0,0,-35059,0,0,0,0,7655027,0,
708470,7031182,229,"HUMN",7400905,0,0,-90596,-2,0,0,0,0,642749,0,-31823,486,-3869,0,-8796,0,-5893,145303,0,
709273,7036014,230,"KÖA",258773,0,0,23735,-1,0,-88315,0,14811,-974816,12601,-406,0,0,0,0,0,0,0,0,
713485,7045933,231,"SBE",0,0,3922146,0,8,0,-3915,0,71996,0,-4205,11692,0,-76062,0,511303,0,1615,0,0,
719276,7054009,232,"RUK",33463,0,0,0,0,861038,0,0,-67774,0,21967,-6963,5359,0,0,0,0,-264,-1160682,0,
722400,7057832,233,"NOG",11557,0,-116301,0,2,8950,0,-164501,26577,893731,0,0,0,-59586,0,0,0,0,-512642,0,
728194,7058782,234,"NON",-26025,0,0,0,0,0,0,521709,3207,0,-10477,24671,-14691,0,0,0,0,11942,1362212,894,
738154,7061814,235,"ÄNÖ",340981,0,0,-280,0,0,-185732,0,0,0,0,29306,-14616,0,0,0,0,0,0,829,
743239,7065470,236,"HÖF",0,0,608342,0,0,53696,-66737,0,41123,-454766,-77768,23438,-606,-2117,0,527522,0,0,-3008252,0,
746010,7068181,237,"HÖS",6519,0,0,0,-2,851092,120257,0,-71946,1343316,0,0,0,-61801,0,492345,0,0,483150,-1129,
751302,7073816,238,"NOE",0,0,0,0,-3,562612,0,0,-2605,0,4267,0,578,-68959,0,-3504,0,0,0,-1695,
759352,7079041,239,"SÖK",-389025,0,0,26585,0,0,0,0,-70629,-62180,4033,0,0,77665,0,-162460,0,-12340,321363,796,
708855,7028404,240,"RÅÖ",-19185009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
640366,7001480,241,"SLM",0,0,0,0,0,0,46216,0,0,0,0,0,0,48617,0,0,0,0,372652,0,
643012,7008076,242,"HAN",-616792,0,-83331,26808,2,0,0,0,-1458,-900851,-65194,0,2076,-6348,0,-5320,0,0,462765,945,
652805,7014175,243,"HÄB",0,0,0,3588,0,543259,0,-188259,0,0,-15147,-5455,0,0,0,-804166,0,0,0,0,
661659,7017559,244,"DÖE",0,0,0,263,2,0,0,95832,0,0,0,-4498,0,-2711,0,-80788,0,241,0,0,
673148,7013812,245,"BJA",251882,0,0,0,0,991243,0,318569,0,0,15133,0,0,-17221,0,0,0,0,-2169696,0,
680930,7022087,246,"GÅN",-19213986,0,0,0,-2,0,0,0,39243,-1356864,21734,0,0,0,0,278894,0,0,9660969,0,
533811,6932697,247,"ÅG",-95820429,0,60063805,7024884,-24,0,2824351,1220249,5175571,-19804454,779470,2702566,360555,-6125411,0,7065993,0,262459,0,-22906,
521475,6965008,248,"BÖN",-22967472,0,0,0,24,-8429865,2472569,-164765,446154,-1825060,-194082,-4840528,-219026,-8688129,0,0,0,-274401,0,-22038,
524675,6969416,249,"GRÖ",-16861624,0,0,843733,-45,-12253847,-1439529,2825654,0,0,103696,1016771,0,-3366874,0,-5266915,0,0,-59344639,0,
531180,6973693,250,"NY",-14602708,0,0,0,0,-17992814,1519477,-1895414,-1363716,6417312,-643784,2397388,0,0,0,1187453,0,0,33787167,719,
532519,6979213,251,"KSG",0,0,0,0,0,14880069,4555486,2969583,-895334,0,9352,1047426,-152256,0,0,0,0,203952,69867276,-61484,
537491,6980748,252,"DK",-37916988,0,0,0,116,0,-11191249,0,1824903,0,0,1908827,0,-360943,0,499510,0,0,0,94107,
543443,6981231,253,"GSN",34627414,0,0,0,0,0,0,-5629465,0,8696802,0,-7469707,0,-2854857,0,0,0,-21022,0,53751,
550024,6982067,254,"ÖVÖ",34062346,0,0,0,160,29988223,0,571852,895577,-15465594,0,-9581758,79867,7692654,0,-11515343,0,30137,-23618336,0,
554902,6983894,255,"KLN",84430986,0,0,0,72,0,0,4903654,-1412830,-14831724,258922,852389,115788,0,0,27316264,0,0,-29785640,0,
556617,6986540,256,"VNT",0,0,0,-125343,0,0,-1849882,6517661,-849530,15281072,-112647,2192641,0,-2239676,0,-6757980,0,-66614,-33857269,80303,
558802,6988398,257,"ROB",24310986,0,-162420181,0,-57,-8325057,679111,0,2411617,12114844,249505,0,-410887,0,0,4523116,0,0,0,-74353,
564424,6988834,258,"HÅ",49034004,0,0,-756468,16,0,0,0,506611,-14310875,171946,2243453,0,1929857,0,0,0,106349,-16459856,47893,
569671,6989553,259,"SNGÅ",0,0,0,180240,0,-9652700,-5029236,0,1175218,-18157520,53665,2637789,-172906,1395979,0,0,0,-248446,-39872221,112813,
571388,6992883,260,"RU",0,0,50817277,519562,0,-20089217,0,0,-1497906,0,-298261,1800460,0,-3493285,0,3334342,0,41448,614847,0,
582015,6989817,261,"BSG",-36578399,0,0,133502,0,13841106,-1406043,-3599285,956348,-18954101,71634,-3706128,119812,-4248655,0,-1888984,0,78480,-12631777,-43480,
590035,6992858,262,"FGÖ",90338881,0,5128355,-270272,0,0,0,1137402,-75829,0,250228,2566247,174878,5122835,0,0,0,0,36408558,-145287,
593962,6996978,263,"GA",-24992201,0,-96471488,0,16,0,0,-3348110,923270,10964744,-26967,1149875,0,1534837,0,0,0,90478,89176159,0,
598246,7003907,264,"HLM",-21634997,0,0,900848,0,0,-7003784,3181161,490281,0,36594,1035999,-337478,1426357,0,-7322183,0,0,-10932451,-25049,
604062,7006918,265,"LSL",0,0,318942548,185356,-10,-16486811,0,0,-1480030,0,-97560,0,0,0,0,4445761,0,0,29138806,-88237,
531396,6932722,266,"ÅGY",0,0,-212709145,121454,21,-425366,-5963893,7737096,244309,20649442,17976,5478835,-59777,0,0,0,0,0,55956477,0,
528155,6937112,267,"MDL",-72656279,0,0,0,0,28107269,0,0,1154933,0,205746,-4545282,-87214,-3276853,0,-7009161,0,61491,-54288961,0,
526445,6944245,268,"DY",56205357,0,98251376,1877805,0,-2140156,3177511,-2674449,292464,0,0,3121807,0,7817551,0,7851976,0,0,0,0,
523244,6952643,269,"BSB",0,0,0,-927862,-19,-5523412,0,2345085,-879691,0,-246668,0,-90204,-867123,0,0,0,247617,0,-75358,
521334,6957805,270,"BÄ",-61382680,0,0,472615,0,-15065319,-3129764,-3556366,-1656005,0,-162370,1405526,0,-2379331,0,0,0,53614,0,0,
534206,6901003,271,"NG",36531261,0,0,-974713,-52,-14453920,-7184991,0,-711190,17984485,555861,-3688318,0,7364471,0,4741115,0,-162856,-26443380,0,
535372,6908658,272,"MSÖ",-7345020,0,0,127503,0,0,-7720272,1906905,1266633,24910207,0,0,100340,-1876607,0,0,0,125513,2524930,-137176,
529093,6915442,273,"JÅ",0,0,0,53440,-18,0,5814813,0,0,0,0,0,0,-2520353,0,-9948324,0,-40080,25962233,-37058,
524435,6922096,274,"ÖV",0,0,0,0,0,-14920543,0,1848145,-753896,11439271,65022,0,135696,0,0,7737848,0,0,-27522205,63516,
524463,6928875,275,"AY",-15148348,0,0,0,-44,-9254050,13328135,-9806968,-588089,0,72020,0,-276920,6918392,0,0,0,0,14416464,-117619,
530571,6931934,276,"OSÖ",0,0,0,0,30,0,1289700,0,-106906,0,0,-5669018,0,3627448,0,0,0,-62809,0,61216,
553271,6859809,277,"TL",17501638,0,-70784955,-1126527,26,-3572708,0,1070948,-654585,0,-204973,-2059318,75468,-1796161,0,3023595,0,-194281,-16595325,-48607,
549810,6867799,278,"LTR",12742822,0,0,0,70,0,0,0,-540983,-17604195,0,3942460,-74811,-268535,0,0,0,-65766,-6730704,20136,
547230,6876943,279,"HNN",0,0,0,371459,-20,0,1493324,-4617978,237367,0,0,3247030,74455,1602599,0,3371493,0,57965,39548030,-54346,
543525,6882332,280,"HNB",22107227,0,0,-587693,0,0,0,-2317562,-1965796,0,105057,0,-226604,-3700843,0,-8252125,0,0,-29968422,-28997,
539385,6886813,281,"ÖBN",18286920,0,-97195202,832316,-23,-13687368,0,-1403311,-464185,19319943,233558,1381183,145413,-3459678,0,-5478656,0,0,0,31254,
535238,6892184,282,"RSÖ",21278092,0,40891516,0,57,0,0,0,-796816,0,0,-5190613,0,3788541,0,0,0,0,0,16848,
574440,6802509,283,"BN",0,0,0,0,0,0,10925842,0,-1475768,-18338867,480548,0,211952,8432459,0,0,0,155379,0,0,
574372,6805926,284,"RTE",-12295484,0,0,1572765,-87,-18542217,0,2877316,813029,-6774118,124976,-2849375,247899,0,0,0,0,0,-12286632,21671,
575330,6810404,285,"LOT",11068155,0,0,1213407,0,0,0,0,0,-35700312,-278638,-1167247,-324051,0,0,4745189,0,-165937,0,30858,
573518,6816033,286,"AB",0,0,0,-1296242,0,0,0,3585621,-130607,32672967,-594595,0,-248361,5475505,0,0,0,275240,-20280551,-105626,
572750,6821257,287,"VL",-27642493,0,73156346,-382059,-22,0,-7727874,-1565248,-1185452,-38025980,157101,0,0,-3200935,0,0,0,-67583,-13454693,-103793,
570456,6827210,288,"SMÅ",11533488,0,121297351,0,45,21454794,-3081487,0,0,-20740100,-375274,-4859298,278262,0,0,0,0,50801,31760447,0,
566851,6834750,289,"KSÖ",0,0,-287985990,90752,0,44580913,4512133,8240136,-1443852,23050440,-197410,0,0,-4154263,0,6189165,0,41910,-71022104,33273,
561723,6836724,290,"LÖ",-29933198,0,250922365,331291,0,0,2176154,3389567,2124435,0,113068,1115326,0,0,0,0,0,74548,-14617370,67529,
561960,6843067,291,"JR",27956668,0,0,0,-58,17659493,0,0,0,-15608739,-335299,1217951,-684907,4088208,0,4451600,0,-64300,20864891,0,
561471,6846776,292,"SKÄ",18418350,0,0,-505745,-39,28290580,0,8817049,1318099,0,0,3159662,-218352,-3020491,0,0,0,337574,0,41859,
557756,6855374,293,"LS",0,0,155921699,-761047,56,-22282760,11015407,4166032,2285145,-6197668,0,-661771,201747,-2078779,0,0,0,-331544,29767054,0,
593387,6751890,294,"OB",0,0,0,1177286,82,0,0,2237128,-3638639,0,152688,-5949490,0,2897656,0,4279735,0,0,-20390137,-13611,
592740,6757545,295,"MOG",0,0,-154178505,-3872286,60,63677147,0,-14053604,-916618,21180942,113863,-5075184,0,-4861094,0,0,0,-104512,0,36193,
591246,6763294,296,"DÖL",0,0,-40836243,0,0,-18641615,-11120202,-8314767,2580332,0,88153,2266226,156127,-3915606,0,0,0,0,-2125848,0,
590340,6768947,297,"LB",-13855375,0,70602806,278073,0,0,20232605,899240,637480,62980068,126648,0,-110919,0,0,0,0,0,0,65285,
592621,6777338,298,"HDN",0,0,0,-753651,106,-27352993,0,5157593,0,16649052,0,5684334,280407,-2819454,0,0,0,0,59694715,91471,
589993,6783440,299,"RBO",24831996,0,0,721122,106,-38480843,0,-7329559,0,-29934590,0,0,0,0,0,-4986551,0,-19963,-17482995,0,
586925,6787805,300,"LTJ",0,0,0,-1488564,0,0,-3220030,-2766237,-1594479,0,194031,6910354,-213039,0,0,-5551044,0,-106930,-10694040,-24436,
584314,6789496,301,"KLS",-10738165,0,-101456433,0,0,-30575805,-11682553,0,542364,0,-367573,2027753,0,3308463,0,-7658907,0,0,-19028926,0,
472839,7021337,302,"HMFS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5589933,0,0,0,0,
472351,7022028,303,"KRM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2777631,0,0,0,0,
470596,7023439,304,"KROJ",-2861199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15036178,0,0,0,0,
469297,7024875,305,"SFN",-18698089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
463157,7024885,306,"NÄ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
450598,7022943,307,"TÅV",6866573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
441364,7019919,308,"MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
435192,7019114,309,"ÄFS",0,0,13987990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
432733,7020670,310,"MI",-4261174,0,-20281506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
423524,7024651,311,"JPN",12443828,0,13111151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
411745,7021898,312,"UN",-5465912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
403832,7031535,313,"ÅRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
395938,7030708,314,"DU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376740,7023760,315,"ÅNN",0,0,24191256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
366496,7020648,316,"ENS",-4655011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
354763,7024076,317,"STR",-2067105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
352841,7026591,318,"STRG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
481778,7004584,319,"ÖS",28154636,0,27594541,0,0,0,0,375998,-362374,0,7879,57668,0,69218,0,0,0,0,7997397,0,
515888,6966253,320,"STV",21253744,0,0,0,3,0,0,281526,0,0,0,1831,0,0,0,0,0,0,5205475,853,
511660,6975720,321,"GÖ",0,0,-78372698,0,0,15397,0,0,0,0,-374,96525,0,-78731,0,3266398,0,0,0,-2176,
502049,6980573,322,"PL",-8539188,0,37820902,0,-8,0,6999,-215515,0,0,205,84529,8078,-55938,0,3406536,0,0,5747248,0,
491542,6994065,323,"BF",23418183,0,-31889631,0,0,0,0,0,2301,0,-19525,83305,0,-76024,0,0,0,0,0,1460,
487201,7000531,324,"OPE",0,0,47105162,0,-32,0,0,0,-2507,0,6236,0,0,82634,0,0,0,0,0,11068,
546968,6933266,325,"EI",0,0,0,-1891249,0,-16437624,0,0,0,-58037150,0,0,335719,883603,0,0,0,69106,26039867,152240,
551134,6931777,326,"CAS",0,0,0,0,-48,0,-698223,16771603,442945,0,0,2204497,0,0,0,-3115170,0,0,-54168527,0,
552996,6930750,327,"JBG",195748677,0,753504822,0,-337,0,0,0,-1072852,0,-282809,-2204497,0,0,0,-1437330,0,0,9195662,10238,
554997,6929845,328,"LJV",0,0,-119181115,-1323724,-43,0,-549186,22862086,0,0,0,0,734055,0,0,0,0,0,87874550,-139190,
555556,6929917,329,"LJUN",4075250,0,-80502917,-758572,38,0,0,-16861429,506200,0,-2518714,0,-1573703,-160111,0,0,0,0,-6256761,-9971,
560149,6929982,330,"FT",15307618,0,0,-803812,-27,-7968542,-390474,0,502474,0,0,0,247747,-7163561,0,1383587,0,0,-130321678,130377,
568855,6927554,331,"TO",-7583715,0,0,0,-31,3530898,974601,0,-12683061,0,-31209,-224622,0,0,0,0,0,0,98478233,11949,
570957,6926109,332,"BOG",-135185933,0,-323405151,-1262470,65,6982693,-466515,0,520777,103495761,1698762,0,0,-12151774,0,0,0,29673,82698759,0,
573969,6925074,333,"VISK",0,0,-104608078,-41624,42,18101579,0,0,9247359,-30096149,0,0,0,-223750,0,0,0,-406552,0,9694,
582597,6921968,334,"STD",-7449628,0,0,0,-255,-3500453,0,0,0,-57035372,0,0,0,-387145,0,0,0,37656,0,85799,
595824,6917299,335,"NSÖ",0,0,-146902696,-2534556,37,0,0,-22903984,457485,0,-2788921,0,0,29909597,0,0,0,40250,7069586,12937,
603777,6916705,336,"VM",0,0,0,903076,0,-16570716,-406208,-113292,-2527750,39393622,2586995,147371,256182,-11124707,0,0,0,31942,0,223009,
609136,6917597,337,"TÖV",8426203,0,5462298,1163094,579,18880299,0,-152318,0,0,1067979,0,0,0,0,381089,0,35850,-11262448,-438432,
623363,6924901,338,"JHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
622995,6923926,339,"FIL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
623563,6921141,340,"TUD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
647701,6954350,341,"SVJ",0,0,0,0,0,0,0,0,28326,0,6742,0,0,-6320,0,0,0,2508,0,593,
649275,6964742,342,"MÖL",0,0,0,0,0,1590664,0,0,66136,0,15630,0,-11371,0,0,-218229,0,-5112,0,0,
646069,6973292,343,"SPK",-457859,0,0,0,0,0,0,0,0,0,8587,-49457,265,0,0,0,0,0,-22093,-1624,
643655,6978290,344,"FNÖ",0,0,0,0,0,-27596,98339,0,3572,984086,6759,0,0,0,0,-338619,0,243,-346756,708,
641034,6980726,345,"KRF",0,0,8256288,0,0,-589445,0,0,0,0,0,0,0,0,0,0,0,0,-245962,0,
638800,6984791,346,"DNS",0,0,-235174369,14983,0,0,0,0,0,-750421,5805,-5770575,-12534,-6084,0,-488801,0,0,-1629988,1056,
638878,6994763,347,"VÄY",5788,0,0,0,0,-2061589,0,0,0,1336198,-27783,6355151,0,0,0,-110886,0,0,0,0,
639161,6997229,348,"PM",0,0,0,3372846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
631012,7006651,349,"LKM",0,0,0,-5198607,0,0,0,0,0,0,0,-5191209,0,0,0,0,0,0,0,0,
616800,7005890,350,"ÖGD",0,0,95080642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
614057,7006212,351,"STÅ",0,0,68486332,1825761,0,0,0,0,0,0,0,4764694,0,0,0,0,0,0,0,0,
619331,6926127,352,"BIA",34172173,0,0,0,0,-328004,0,-178099,0,-757277,370,-151925,-206751,80594,0,0,0,0,0,451,
620042,6928581,353,"SKK",0,0,0,0,-1,0,0,0,0,0,11379,0,244958,0,0,108338,0,0,-10510574,-1349,
620084,6930534,354,"TRÅ",0,0,0,8424099,0,-477127,0,0,17763996,-102564,0,0,0,40588,0,0,0,2030,2668347,-1480,
621548,6932612,355,"SLBK",-32108019,0,0,68356,0,-2801319,0,0,0,0,17986,-3898471,245052,0,0,0,0,3243,-8628741,0,
623736,6938151,356,"SEN",667090,0,5416924,0,0,0,0,0,0,-981364,-59275,0,-391850,66549,0,0,0,222891,0,2806,
625494,6937818,357,"SÅRS",0,0,-1119571,0,0,435808,0,0,102280,0,38712,13326,123909,0,0,0,0,0,40516713,836,
634000,6937877,358,"HSY",-365555,0,8647628,0,0,0,0,223825,-2868,959293,0,0,0,0,0,0,0,0,0,1089,
640332,6941155,359,"HÄN",41212,0,0,5759,0,-425284,88959,0,0,0,0,0,-137225,-36388,0,0,0,-3069,-17511820,0,
643112,6944448,360,"HNL",391202,0,0,4314,8,0,0,0,935,0,3858,0,128757,0,0,0,0,0,0,0,
650140,6948362,361,"HSD",0,0,0,0,0,-2113022,0,102126,-51124,0,0,0,0,0,0,0,0,0,-15646,0,
619690,6919389,362,"SUC",13983290,0,0,-8423954,0,-11944301,0,0,-18356191,0,109057,4028068,0,2629010,0,0,0,-342017,-130573286,20787,
618427,6734715,363,"HLY",0,0,0,0,119,0,-455612,4017968,-557945,-2098445,861231,0,112351,0,0,5459682,0,51148,0,0,
619617,6744119,364,"TDJ",2244566,0,-33248934,71792,49,4723665,-211386,0,4369401,0,0,-693632,247820,0,0,0,0,69521,-44623627,-8245,
611888,6753532,365,"HFJ",0,0,-32752662,0,-141,-26293136,0,697555,-2532299,-1875835,-917873,0,0,-1735,0,1278083,0,-286514,14045737,0,
611248,6760738,366,"KRL",-66387019,0,0,36917,2,0,0,-6266933,311660,0,0,0,0,-205593,0,3640948,0,-29320,16512441,-2096,
614275,6765454,367,"AX",0,0,0,226945,-139,9662144,8340350,-10762261,563345,-7074951,-242410,0,-645679,0,0,0,0,0,0,-20558,
614542,6776740,368,"SÄU",66382278,0,0,-97752,-61,0,0,0,0,0,0,-4037,0,-204273,0,0,0,-79112,28090280,0,
614451,6786192,369,"VV",0,0,-21277993,1391,0,10139157,8882889,13884336,-285973,0,0,0,0,-732666,0,-5927157,0,79396,0,-18110,
613471,6787970,370,"ÅÄ",1262822,0,0,50963,-2,25302,1565554,-536336,533496,0,574848,0,0,2451647,0,0,0,-19918,0,-22386,
613443,6788302,371,"LSE",2249693,0,0,0,0,-6812098,0,-305863,973435,-5051387,0,0,-470,-720443,0,1016364,0,0,-1232892,-6830,
612537,6790717,372,"GUI",0,0,0,0,57,5523147,-3532053,1486033,-208613,7066949,-59226,0,0,-238160,0,1914972,0,105523,0,-6320,
609009,6797836,373,"SHV",-2616271,0,26589224,28243,-5,0,2857853,0,-397692,0,118680,8331,-88068,-815882,0,1338369,0,-67075,2796818,-19932,
606465,6810143,374,"LSN",5762,0,0,0,3,0,0,-450719,-72249,0,0,0,-29130,-162888,0,0,0,-10882,-21142331,1034,
605755,6820822,375,"MYRA",6947254,0,0,0,0,11674770,3911765,0,0,6835038,0,0,232,-1882023,0,-1338140,0,31717,857214,577,
606574,6830204,376,"BODA",-7851237,0,0,0,1,0,0,-25480,257422,0,0,-759128,183,0,0,0,0,0,-1778021,3404,
610270,6836373,377,"ID",-9321737,0,0,93093,-6,21541217,-1996565,6942,570100,91440,0,2370533,0,0,0,0,0,0,0,22024,
611455,6845315,378,"HKL",528214,0,0,0,-2,0,0,0,-5790,0,0,0,193,486739,0,0,0,0,680135,0,
615469,6854731,379,"VIA",2546923,0,16584097,0,-34,5085004,0,0,389795,0,0,127568,0,875123,0,825430,0,-44564,-40810,2845,
615885,6859205,380,"STEN",0,0,7762385,99477,17,3341415,-1170858,0,69932,-3329897,0,0,56875,2153084,0,0,0,-13569,-213557,5036,
619196,6865514,381,"HÅG",6492696,0,30210624,-102547,0,0,0,6020,0,7262630,-36727,0,-335,0,0,0,0,0,-19428382,0,
618286,6875102,382,"ÅMY",3523870,0,12886282,0,0,0,6977871,6070,101433,-2076213,0,0,448,-1187100,0,0,0,0,527589,0,
617248,6882374,383,"GNP",9855567,0,0,16408,0,0,-2443503,0,-1027340,-5746919,-135800,-1740338,-69346,-1080110,0,0,0,0,22551370,4952,
619160,6884269,384,"GRY",-12144987,0,0,-64551,-18,0,4414578,0,54279,0,-32521,3867846,-59,-1265404,0,0,0,0,-6392021,0,
621081,6887490,385,"TJÄ",-20200914,0,0,68677,62,0,-565764,0,471320,19180524,0,3085258,190,0,0,-5823889,0,11514,25510,67166,
622404,6892415,386,"ÅKG",1800535,0,-14537237,44457,-13,0,-6052094,1052896,-138738,-14535923,0,0,-19136,0,0,1860504,0,41665,-27903,0,
623695,6899152,387,"GÖN",-17405637,0,0,-74880,0,0,-2753478,0,-56931,-4048114,0,99500,-86,0,0,0,0,-18906,0,-117160,
624794,6902466,388,"MAJ",-7298888,0,32200135,0,-125,0,2393944,359758,0,0,14115,0,89486,-379232,0,1218594,0,96146,-21248,-1297,
622661,6912377,389,"SIK",-4022206,0,0,0,-9,0,-1389692,-916224,-475952,805260,-480827,-3505973,0,0,0,0,0,-49255,-4738067,-13201,
622479,6913243,390,"STOÖ",-6799076,0,15518078,-56789,0,3913971,0,-359171,0,0,11457,0,41,-548694,0,0,0,-142566,22612640,0,
622222,6915084,391,"STON",20202444,0,0,0,0,1068338,0,0,-1043240,-4084850,24336,0,-22164,1363595,0,-1416092,0,0,-22889523,0,
613681,6788810,392,"LSB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
615213,6794206,393,"SNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
613073,6798591,394,"STU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
649988,6950436,395,"MBV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
645651,6952749,396,"ÄSB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
639826,6989228,397,"NLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
639851,6990524,398,"HMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
616090,6757107,399,"NDT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
